product_id,product_name,category,brand,price,stock
PROD00807,Hiking Backpack,Sports - Outdoor Gear,ElegantChoice,6906.68,209
PROD00808,Face Serum,Beauty & Personal Care - Skincare,PowerSport,1458.79,389
PROD00809,Action Figures,Kids - Toys,FootMate,4092.8,76
PROD00810,Sling Bag,Women Accessories - Handbags,PlayfulKids,2596.19,391
PROD00811,A-Line Kurti,Women Fashion - Kurtis,ActiveGear,8841.99,404
PROD00812,Resistance Bands,Sports - Fitness Equipment,ElegantChoice,9785.35,302
PROD00813,Blender,Home - Kitchen Appliances,MobileGear,9957.21,150
PROD00814,Lipstick,Beauty & Personal Care - Makeup,WellnessHub,5630.34,163
PROD00815,Luxury Watch,Men Accessories - Watches,ElegantChoice,3109.53,206
PROD00816,Multivitamin,Health & Wellness - Supplements,SmartFit,7667.04,499
PROD00817,Chiffon Saree,Women Fashion - Sarees,HealthWise,4457.13,17
PROD00818,Transparent Case,All Mobile & Accessories - Mobile Cases & Covers,Beautique,2880.56,26
PROD00819,Electric Kettle,Home - Kitchen Appliances,ComfyHome,2789.06,32
PROD00820,Foundation,Beauty & Personal Care - Makeup,LuxuryLine,1595.55,302
PROD00821,Canvas Shoes,Men Footwear - Casual Shoes,MobileGear,9229.61,420
PROD00822,Hiking Backpack,Sports - Outdoor Gear,MobileGear,7446.52,362
PROD00823,Adjustable Arm Holder,All Mobile & Accessories - Mobile Holders,TrendyWear,3065.94,328
PROD00824,Canister Vacuum,Home - Vacuum Cleaners,ComfyHome,6452.65,405
PROD00825,Baby Pajamas,Kids - Baby Clothing,PlayfulKids,3562.82,364
PROD00826,Sleeping Bag,Sports - Outdoor Gear,Beautique,4321.56,350
PROD00827,Silicon Cover,All Mobile & Accessories - Mobile Cases & Covers,FreshGlow,5122.61,311
PROD00828,Tote Bag,Women Accessories - Handbags,TrendyWear,8603.98,365
PROD00829,Budget Smartwatch,All Mobile & Accessories - Smartwatches,TrendyWear,4376.58,214
PROD00830,Cordless Vacuum,Home - Vacuum Cleaners,SmartFit,7626.87,228
PROD00831,Resistance Bands,Sports - Fitness Equipment,TechZen,8490.11,232
PROD00832,Chiffon Saree,Women Fashion - Sarees,MobileGear,9549.18,385
PROD00833,Hard Case,All Mobile & Accessories - Mobile Cases & Covers,Meesho Originals,280.13,382
PROD00834,Oxford Shoes,Men Footwear - Formal Shoes,ElegantChoice,4575.37,412
PROD00835,Silicon Cover,All Mobile & Accessories - Mobile Cases & Covers,ToyLand,2095.61,399
PROD00836,Loafers,Men Footwear - Casual Shoes,MobileGear,7406.51,296
PROD00837,Face Serum,Beauty & Personal Care - Skincare,BoldTrends,6073.42,371
PROD00838,Sleeping Bag,Sports - Outdoor Gear,TechZen,9073.5,156
PROD00839,Slip-Ons,Men Footwear - Casual Shoes,Beautique,9861.67,286
PROD00840,Blush,Beauty & Personal Care - Makeup,Meesho Originals,9459.76,386
PROD00841,Analog Watch,Men Accessories - Watches,ShinyStyle,9619.49,466
PROD00842,Face Wash,Beauty & Personal Care - Skincare,ShinyStyle,7292.21,247
PROD00843,Straight Kurti,Women Fashion - Kurtis,HealthWise,316.19,170
PROD00844,Fitness Tracker,All Mobile & Accessories - Smartwatches,TechZen,9607.78,315
PROD00845,Microwave Oven,Home - Kitchen Appliances,HealthWise,8001.75,52
PROD00846,Luxury Watch,Men Accessories - Watches,Meesho Originals,1522.39,309
PROD00847,Mixer Grinder,Home - Kitchen Appliances,TrendyWear,6820.63,231
PROD00848,Face Serum,Beauty & Personal Care - Skincare,ComfyHome,1573.4,179
PROD00849,Kids Smartwatch,All Mobile & Accessories - Smartwatches,HomeEase,4102.6,437
PROD00850,Omega-3 Capsules,Health & Wellness - Supplements,MobileGear,4354.79,186
PROD00851,iOS Phone,All Mobile & Accessories - Smartphones,ElegantChoice,2298.92,229
PROD00852,Blush,Beauty & Personal Care - Makeup,FashionFusion,9525.11,384
PROD00853,Plush Toys,Kids - Toys,HomeEase,9071.52,271
PROD00854,Budget Smartphone,All Mobile & Accessories - Smartphones,LuxuryLine,9787.04,124
PROD00855,Handheld Vacuum,Home - Vacuum Cleaners,DecorMania,1779.94,340
PROD00856,Trekking Poles,Sports - Outdoor Gear,SmartFit,8028.97,473
PROD00857,Loafers,Men Footwear - Casual Shoes,LuxuryLine,7553.97,254
PROD00858,Gaming Smartphone,All Mobile & Accessories - Smartphones,ElegantChoice,3375.75,130
PROD00859,Yoga Block,Health & Wellness - Yoga Accessories,Meesho Originals,8694.83,119
PROD00860,Face Serum,Beauty & Personal Care - Skincare,Meesho Originals,8090.29,9
PROD00861,Anarkali Kurti,Women Fashion - Kurtis,BoldTrends,4933.03,220
PROD00862,LED Lamp,Home Decor - Lighting,LuxuryLine,4466.12,94
PROD00863,Car Mount Holder,All Mobile & Accessories - Mobile Holders,DecorMania,888.87,292
PROD00864,Digital Watch,Men Accessories - Watches,HomeEase,688.05,231
PROD00865,Trekking Poles,Sports - Outdoor Gear,ShinyStyle,5695.26,208
PROD00866,Canvas Shoes,Men Footwear - Casual Shoes,TechZen,7935.79,358
PROD00867,Transparent Case,All Mobile & Accessories - Mobile Cases & Covers,WellnessHub,5177.2,146
PROD00868,Sleeping Bag,Sports - Outdoor Gear,ToyLand,3588.11,483
PROD00869,Sleeping Bag,Sports - Outdoor Gear,SportEdge,5962.76,353
PROD00870,Meditation Cushion,Health & Wellness - Yoga Accessories,WellnessHub,2735.74,82
PROD00871,Resistance Bands,Sports - Fitness Equipment,TechZen,1563.34,168
PROD00872,Budget Smartphone,All Mobile & Accessories - Smartphones,MobileGear,2394.64,110
PROD00873,Building Blocks,Kids - Toys,FootMate,3378.71,24
PROD00874,Clutch Bag,Women Accessories - Handbags,MobileGear,3443.51,361
PROD00875,Sling Bag,Women Accessories - Handbags,UrbanChic,2361.13,98
PROD00876,Derby Shoes,Men Footwear - Formal Shoes,ToyLand,7612.22,235
PROD00877,Baby Socks,Kids - Baby Clothing,MobileGear,5273.99,422
PROD00878,Yoga Mat,Sports - Fitness Equipment,TrendyWear,7653.03,216
PROD00879,Tote Bag,Women Accessories - Handbags,FootMate,7893.07,188
PROD00880,Handheld Vacuum,Home - Vacuum Cleaners,TrendyWear,4163.99,281
PROD00881,Calcium Tablets,Health & Wellness - Supplements,TrendyWear,1180.3,492
PROD00882,A-Line Kurti,Women Fashion - Kurtis,ShinyStyle,6270.72,150
PROD00883,Clutch Bag,Women Accessories - Handbags,ComfyHome,132.16,117
PROD00884,Brogues,Men Footwear - Formal Shoes,FashionFusion,2646.02,477
PROD00885,Yoga Bolster,Health & Wellness - Yoga Accessories,FashionFusion,1786.28,249
PROD00886,Magnetic Holder,All Mobile & Accessories - Mobile Holders,MobileGear,1817.54,296
PROD00887,Android Phone,All Mobile & Accessories - Smartphones,TechZen,1143.96,222
PROD00888,Foundation,Beauty & Personal Care - Makeup,FreshGlow,5028.92,166
PROD00889,Baby Socks,Kids - Baby Clothing,FashionFusion,4242.07,357
PROD00890,Protein Powder,Health & Wellness - Supplements,FashionFusion,9880.2,123
PROD00891,Magnetic Holder,All Mobile & Accessories - Mobile Holders,LuxuryLine,9440.19,471
PROD00892,Handheld Vacuum,Home - Vacuum Cleaners,ShinyStyle,9336.95,49
PROD00893,Yoga Block,Health & Wellness - Yoga Accessories,SmartFit,3167.5,331
PROD00894,Luxury Smartwatch,All Mobile & Accessories - Smartwatches,Beautique,1046.75,447
PROD00895,Protein Powder,Health & Wellness - Supplements,ActiveGear,5902.62,347
PROD00896,Mixer Grinder,Home - Kitchen Appliances,FootMate,1336.58,251
PROD00897,Lipstick,Beauty & Personal Care - Makeup,PlayfulKids,5689.33,151
PROD00898,Wall Sconce,Home Decor - Lighting,SmartFit,7477.57,390
PROD00899,Tote Bag,Women Accessories - Handbags,HomeEase,8138.61,434
PROD00900,Sneakers,Men Footwear - Casual Shoes,ShinyStyle,5596.66,430
PROD00901,Yoga Mat,Sports - Fitness Equipment,MobileGear,8800.92,399
PROD00902,Multivitamin,Health & Wellness - Supplements,ElegantChoice,461.86,309
PROD00903,Baby Pajamas,Kids - Baby Clothing,FashionFusion,7289.54,229
PROD00904,Brogues,Men Footwear - Formal Shoes,PlayfulKids,6090.26,497
PROD00905,Hiking Backpack,Sports - Outdoor Gear,BoldTrends,9714.61,108
PROD00906,Handheld Vacuum,Home - Vacuum Cleaners,FashionFusion,7159.38,137
PROD00907,Hard Case,All Mobile & Accessories - Mobile Cases & Covers,FootMate,3742.93,181
PROD00908,Sneakers,Men Footwear - Casual Shoes,PowerSport,5842.58,230
PROD00909,Cordless Vacuum,Home - Vacuum Cleaners,HomeEase,3256.01,100
PROD00910,Sling Bag,Women Accessories - Handbags,HomeEase,1298.24,133
PROD00911,Magnetic Holder,All Mobile & Accessories - Mobile Holders,Meesho Originals,626.3,201
PROD00912,Moisturizer,Beauty & Personal Care - Skincare,ActiveGear,8760.11,31
PROD00913,Moisturizer,Beauty & Personal Care - Skincare,ToyLand,7333.49,243
PROD00914,Yoga Strap,Health & Wellness - Yoga Accessories,ToyLand,6295.22,413
PROD00915,Robot Vacuum,Home - Vacuum Cleaners,WellnessHub,2023.25,425
PROD00916,Yoga Strap,Health & Wellness - Yoga Accessories,ToyLand,9724.81,391
PROD00917,Canister Vacuum,Home - Vacuum Cleaners,BoldTrends,6884.22,216
PROD00918,Blender,Home - Kitchen Appliances,MobileGear,172.7,219
PROD00919,Analog Watch,Men Accessories - Watches,TrendyWear,4693.19,389
PROD00920,Mixer Grinder,Home - Kitchen Appliances,WellnessHub,1936.33,264
PROD00921,Trekking Poles,Sports - Outdoor Gear,DecorMania,2078.91,262
PROD00922,Cotton Saree,Women Fashion - Sarees,ActiveGear,8738.63,312
PROD00923,Mixer Grinder,Home - Kitchen Appliances,PowerSport,4483.66,164
PROD00924,Yoga Strap,Health & Wellness - Yoga Accessories,FootMate,8269.24,328
PROD00925,Action Figures,Kids - Toys,SportEdge,4001.63,379
PROD00926,Baby Romper,Kids - Baby Clothing,PowerSport,3949.23,452
PROD00927,Adjustable Arm Holder,All Mobile & Accessories - Mobile Holders,FashionFusion,1367.55,91
PROD00928,Straight Kurti,Women Fashion - Kurtis,ComfyHome,5132.2,228
PROD00929,Wooden Table,Home Decor - Furniture,SportEdge,6975.3,362
PROD00930,Sofa Set,Home Decor - Furniture,HealthWise,5701.7,300
PROD00931,Electric Kettle,Home - Kitchen Appliances,Beautique,8036.06,377
PROD00932,Camping Tent,Sports - Outdoor Gear,ShinyStyle,7525.01,456
PROD00933,Building Blocks,Kids - Toys,TechZen,1320.05,328
PROD00934,Digital Watch,Men Accessories - Watches,FootMate,254.35,78
PROD00935,Trekking Poles,Sports - Outdoor Gear,PowerSport,4898.37,39
PROD00936,Yoga Mat,Sports - Fitness Equipment,LuxuryLine,7637.37,104
PROD00937,Sling Bag,Women Accessories - Handbags,PlayfulKids,9039.06,449
PROD00938,Georgette Saree,Women Fashion - Sarees,ActiveGear,8675.3,49
PROD00939,Face Serum,Beauty & Personal Care - Skincare,DecorMania,6041.6,119
PROD00940,Sleeping Bag,Sports - Outdoor Gear,Beautique,2679.68,9
PROD00941,Blush,Beauty & Personal Care - Makeup,PowerSport,2522.65,247
PROD00942,Yoga Strap,Health & Wellness - Yoga Accessories,TechZen,2514.41,208
PROD00943,Baby T-Shirt,Kids - Baby Clothing,TrendyWear,2766.27,294
PROD00944,Budget Smartphone,All Mobile & Accessories - Smartphones,FashionFusion,2784.07,496
PROD00945,Protein Powder,Health & Wellness - Supplements,HomeEase,4017.81,265
PROD00946,Plush Toys,Kids - Toys,UrbanChic,4608.56,262
PROD00947,Derby Shoes,Men Footwear - Formal Shoes,HomeEase,4483.53,150
PROD00948,Analog Watch,Men Accessories - Watches,WellnessHub,3488.54,273
PROD00949,Bookshelf,Home Decor - Furniture,LuxuryLine,6708.5,356
PROD00950,Protein Powder,Health & Wellness - Supplements,HealthWise,8285.68,376
PROD00951,Wall Sconce,Home Decor - Lighting,BoldTrends,1008.41,477
PROD00952,Android Phone,All Mobile & Accessories - Smartphones,Meesho Originals,4948.58,125
PROD00953,Eyeliner,Beauty & Personal Care - Makeup,HomeEase,5893.38,11
PROD00954,Foundation,Beauty & Personal Care - Makeup,DecorMania,4604.53,375
PROD00955,Flip Cover,All Mobile & Accessories - Mobile Cases & Covers,UrbanChic,3592.96,177
PROD00956,Fitness Tracker,All Mobile & Accessories - Smartwatches,DecorMania,1187.76,377
PROD00957,Monk Straps,Men Footwear - Formal Shoes,LuxuryLine,4686.21,211
PROD00958,A-Line Kurti,Women Fashion - Kurtis,Meesho Originals,6595.5,237
PROD00959,Canister Vacuum,Home - Vacuum Cleaners,SportEdge,9811.45,145
PROD00960,A-Line Kurti,Women Fashion - Kurtis,LuxuryLine,7875.18,131
PROD00961,Gaming Smartphone,All Mobile & Accessories - Smartphones,ToyLand,9805.87,421
PROD00962,Yoga Strap,Health & Wellness - Yoga Accessories,FootMate,3087.72,303
PROD00963,Face Serum,Beauty & Personal Care - Skincare,Meesho Originals,7286.95,201
PROD00964,Kids Smartwatch,All Mobile & Accessories - Smartwatches,MobileGear,9493.68,491
PROD00965,Building Blocks,Kids - Toys,SportEdge,4748.42,198
PROD00966,Sling Bag,Women Accessories - Handbags,ComfyHome,4286.42,338
PROD00967,Sleeping Bag,Sports - Outdoor Gear,Beautique,9401.32,326
PROD00968,Silk Saree,Women Fashion - Sarees,SmartFit,8965.15,455
PROD00969,Chiffon Saree,Women Fashion - Sarees,HealthWise,9144.63,464
PROD00970,Chandelier,Home Decor - Lighting,MobileGear,1083.3,7
PROD00971,Yoga Mat,Sports - Fitness Equipment,SportEdge,5474.22,131
PROD00972,Yoga Bolster,Health & Wellness - Yoga Accessories,TechZen,5670.28,98
PROD00973,Loafers,Men Footwear - Casual Shoes,ToyLand,9876.02,288
PROD00974,Flared Kurti,Women Fashion - Kurtis,UrbanChic,8510.65,434
PROD00975,Trekking Poles,Sports - Outdoor Gear,ElegantChoice,9928.72,92
PROD00976,Leather Handbag,Women Accessories - Handbags,Beautique,3232.48,218
PROD00977,Treadmill,Sports - Fitness Equipment,Beautique,1222.41,422
PROD00978,Mixer Grinder,Home - Kitchen Appliances,TrendyWear,8445.41,170
PROD00979,Gaming Smartphone,All Mobile & Accessories - Smartphones,ComfyHome,7654.15,105
PROD00980,Office Chair,Home Decor - Furniture,FootMate,807.14,76
PROD00981,Handheld Vacuum,Home - Vacuum Cleaners,ShinyStyle,1836.02,124
PROD00982,Slip-Ons,Men Footwear - Casual Shoes,HomeEase,5002.42,19
PROD00983,Silk Saree,Women Fashion - Sarees,WellnessHub,1463.16,98
PROD00984,Cotton Saree,Women Fashion - Sarees,TechZen,7248.43,439
PROD00985,Sling Bag,Women Accessories - Handbags,HomeEase,7801.55,105
PROD00986,Sneakers,Men Footwear - Casual Shoes,HealthWise,5484.38,77
PROD00987,Luxury Smartwatch,All Mobile & Accessories - Smartwatches,ShinyStyle,2966.92,496
PROD00988,Electric Kettle,Home - Kitchen Appliances,FashionFusion,7528.36,66
PROD00989,Wooden Table,Home Decor - Furniture,FreshGlow,6841.13,215
PROD00990,Luxury Watch,Men Accessories - Watches,DecorMania,9530.96,214
PROD00991,A-Line Kurti,Women Fashion - Kurtis,Beautique,1216.19,419
PROD00992,Yoga Block,Health & Wellness - Yoga Accessories,SportEdge,590.08,394
PROD00993,Blush,Beauty & Personal Care - Makeup,BoldTrends,1528.5,128
PROD00994,Yoga Mat,Sports - Fitness Equipment,LuxuryLine,2529.21,216
PROD00995,Blender,Home - Kitchen Appliances,BoldTrends,9199.91,366
PROD00996,Luxury Smartwatch,All Mobile & Accessories - Smartwatches,BoldTrends,1705.44,132
PROD00997,Plush Toys,Kids - Toys,Meesho Originals,607.24,365
PROD00998,Face Wash,Beauty & Personal Care - Skincare,FootMate,2789.74,110
PROD00999,Sling Bag,Women Accessories - Handbags,Beautique,9683.32,109
PROD01000,Omega-3 Capsules,Health & Wellness - Supplements,ShinyStyle,2003.78,141
PROD01001,Sneakers,Men Footwear - Casual Shoes,LuxuryLine,5933.05,256
PROD01002,Blush,Beauty & Personal Care - Makeup,ShinyStyle,922.31,169
PROD01003,Slip-Ons,Men Footwear - Casual Shoes,PlayfulKids,5059.8,338
PROD01004,Mixer Grinder,Home - Kitchen Appliances,ElegantChoice,3695.09,294
PROD01005,Car Mount Holder,All Mobile & Accessories - Mobile Holders,PlayfulKids,7274.25,324
PROD01006,Car Mount Holder,All Mobile & Accessories - Mobile Holders,ToyLand,8573.79,96
PROD01007,Car Mount Holder,All Mobile & Accessories - Mobile Holders,FootMate,3956.75,392
PROD01008,Leather Handbag,Women Accessories - Handbags,ActiveGear,5683.95,315
PROD01009,Transparent Case,All Mobile & Accessories - Mobile Cases & Covers,PowerSport,4734.28,454
PROD01010,Multivitamin,Health & Wellness - Supplements,FootMate,3956.51,210
PROD01011,Chiffon Saree,Women Fashion - Sarees,BoldTrends,3664.64,348
PROD01012,Cotton Saree,Women Fashion - Sarees,SportEdge,9336.09,82
PROD01013,Luxury Watch,Men Accessories - Watches,FashionFusion,4874.44,348
PROD01014,Eyeliner,Beauty & Personal Care - Makeup,WellnessHub,9277.61,438
PROD01015,Luxury Watch,Men Accessories - Watches,SportEdge,1587.92,477
PROD01016,Lipstick,Beauty & Personal Care - Makeup,Beautique,5450.02,399
PROD01017,Baby Socks,Kids - Baby Clothing,FashionFusion,7204.01,248
PROD01018,Baby Romper,Kids - Baby Clothing,ToyLand,8934.93,339
PROD01019,Tote Bag,Women Accessories - Handbags,Meesho Originals,7986.09,485
PROD01020,Meditation Cushion,Health & Wellness - Yoga Accessories,HealthWise,2847.27,273
PROD01021,Sling Bag,Women Accessories - Handbags,FootMate,7630.71,282
PROD01022,Luxury Smartwatch,All Mobile & Accessories - Smartwatches,TechZen,2966.79,229
PROD01023,Sleeping Bag,Sports - Outdoor Gear,HealthWise,5891.29,45
PROD01024,Budget Smartwatch,All Mobile & Accessories - Smartwatches,PowerSport,1010.92,258
PROD01025,Chandelier,Home Decor - Lighting,BoldTrends,4099.61,188
PROD01026,Georgette Saree,Women Fashion - Sarees,BoldTrends,1151.31,400
PROD01027,Robot Vacuum,Home - Vacuum Cleaners,ShinyStyle,8677.36,74
PROD01028,Sleeping Bag,Sports - Outdoor Gear,SportEdge,3994.94,263
PROD01029,Silk Saree,Women Fashion - Sarees,PlayfulKids,4072.1,422
PROD01030,Silicon Cover,All Mobile & Accessories - Mobile Cases & Covers,HealthWise,5629.73,414
PROD01031,Tabletop Holder,All Mobile & Accessories - Mobile Holders,BoldTrends,697.97,260
PROD01032,Luxury Watch,Men Accessories - Watches,FreshGlow,2628.97,354
PROD01033,Tabletop Holder,All Mobile & Accessories - Mobile Holders,MobileGear,376.25,442
PROD01034,Table Lamp,Home Decor - Lighting,TechZen,243.71,6
PROD01035,Brogues,Men Footwear - Formal Shoes,Meesho Originals,1453.6,349
PROD01036,Yoga Mat,Sports - Fitness Equipment,UrbanChic,5561.05,226
PROD01037,Android Phone,All Mobile & Accessories - Smartphones,ShinyStyle,4554.19,135
PROD01038,Moisturizer,Beauty & Personal Care - Skincare,MobileGear,7296.52,159
PROD01039,Multivitamin,Health & Wellness - Supplements,TrendyWear,9344.81,399
PROD01040,Lipstick,Beauty & Personal Care - Makeup,TrendyWear,2711.21,370
PROD01041,Plush Toys,Kids - Toys,ComfyHome,3363.97,149
PROD01042,LED Lamp,Home Decor - Lighting,SportEdge,6847.53,13
PROD01043,Smartwatch,Men Accessories - Watches,PowerSport,7161.34,139
PROD01044,Anarkali Kurti,Women Fashion - Kurtis,MobileGear,5316.18,425
PROD01045,Hard Case,All Mobile & Accessories - Mobile Cases & Covers,UrbanChic,4118.44,79
PROD01046,Sofa Set,Home Decor - Furniture,BoldTrends,1383.97,364
PROD01047,Canister Vacuum,Home - Vacuum Cleaners,HomeEase,7284.99,448
PROD01048,Baby T-Shirt,Kids - Baby Clothing,SportEdge,7228.48,228
PROD01049,Trekking Poles,Sports - Outdoor Gear,ActiveGear,1556.53,196
PROD01050,Yoga Strap,Health & Wellness - Yoga Accessories,DecorMania,4897.2,325
PROD01051,Silicon Cover,All Mobile & Accessories - Mobile Cases & Covers,TrendyWear,3820.52,7
PROD01052,Budget Smartwatch,All Mobile & Accessories - Smartwatches,ActiveGear,6313.61,322
PROD01053,Cordless Vacuum,Home - Vacuum Cleaners,SmartFit,9620.78,398
PROD01054,Sunscreen,Beauty & Personal Care - Skincare,TechZen,4385.45,338
PROD01055,Canister Vacuum,Home - Vacuum Cleaners,LuxuryLine,7895.84,17
PROD01056,Derby Shoes,Men Footwear - Formal Shoes,FreshGlow,8211.08,111
PROD01057,Chiffon Saree,Women Fashion - Sarees,SportEdge,742.91,376
PROD01058,Camping Tent,Sports - Outdoor Gear,TrendyWear,1028.5,363
PROD01059,Blush,Beauty & Personal Care - Makeup,Meesho Originals,1478.58,52
PROD01060,Budget Smartphone,All Mobile & Accessories - Smartphones,UrbanChic,4852.04,23
PROD01061,Luxury Watch,Men Accessories - Watches,UrbanChic,3245.97,366
PROD01062,Handheld Vacuum,Home - Vacuum Cleaners,FashionFusion,2833.46,28
PROD01063,Cotton Saree,Women Fashion - Sarees,TechZen,4711.18,134
PROD01064,iOS Phone,All Mobile & Accessories - Smartphones,SportEdge,9802.68,187
PROD01065,LED Lamp,Home Decor - Lighting,ElegantChoice,9367.4,34
PROD01066,Yoga Bolster,Health & Wellness - Yoga Accessories,PowerSport,3267.63,11
PROD01067,Cotton Saree,Women Fashion - Sarees,FootMate,7264.75,422
PROD01068,Face Serum,Beauty & Personal Care - Skincare,SmartFit,9687.15,249
PROD01069,Flip Cover,All Mobile & Accessories - Mobile Cases & Covers,DecorMania,2793.53,219
PROD01070,Transparent Case,All Mobile & Accessories - Mobile Cases & Covers,LuxuryLine,5344.39,74
PROD01071,Budget Smartwatch,All Mobile & Accessories - Smartwatches,LuxuryLine,9071.16,53
PROD01072,Office Chair,Home Decor - Furniture,SportEdge,4468.63,424
PROD01073,Smartwatch,Men Accessories - Watches,FootMate,7170.21,299
PROD01074,Brogues,Men Footwear - Formal Shoes,HomeEase,6325.84,286
PROD01075,Yoga Mat,Sports - Fitness Equipment,SportEdge,1630.01,485
PROD01076,Face Serum,Beauty & Personal Care - Skincare,DecorMania,5469.21,98
PROD01077,Foundation,Beauty & Personal Care - Makeup,HomeEase,6342.97,466
PROD01078,Slip-Ons,Men Footwear - Casual Shoes,TrendyWear,3959.37,414
PROD01079,Electric Kettle,Home - Kitchen Appliances,HomeEase,6837.82,279
PROD01080,Mixer Grinder,Home - Kitchen Appliances,ElegantChoice,3496.26,78
PROD01081,Yoga Mat,Sports - Fitness Equipment,ElegantChoice,3586.02,306
PROD01082,Yoga Strap,Health & Wellness - Yoga Accessories,FreshGlow,8408.05,98
PROD01083,Digital Watch,Men Accessories - Watches,Meesho Originals,1392.26,270
PROD01084,Hiking Backpack,Sports - Outdoor Gear,SportEdge,6782.57,40
PROD01085,Omega-3 Capsules,Health & Wellness - Supplements,ComfyHome,5976.56,284
PROD01086,Fitness Tracker,All Mobile & Accessories - Smartwatches,PlayfulKids,8539.54,375
PROD01087,Eyeliner,Beauty & Personal Care - Makeup,ActiveGear,1133.13,483
PROD01088,Luxury Smartwatch,All Mobile & Accessories - Smartwatches,HomeEase,1290.6,308
PROD01089,Tote Bag,Women Accessories - Handbags,ComfyHome,4882.46,110
PROD01090,Tote Bag,Women Accessories - Handbags,FootMate,4864.4,436
PROD01091,Sofa Set,Home Decor - Furniture,ComfyHome,734.16,90
PROD01092,Calcium Tablets,Health & Wellness - Supplements,TechZen,4806.85,425
PROD01093,Straight Kurti,Women Fashion - Kurtis,ShinyStyle,351.75,398
PROD01094,Mixer Grinder,Home - Kitchen Appliances,FreshGlow,2238.59,85
PROD01095,Car Mount Holder,All Mobile & Accessories - Mobile Holders,LuxuryLine,374.55,284
PROD01096,Yoga Strap,Health & Wellness - Yoga Accessories,BoldTrends,4079.93,492
PROD01097,Yoga Bolster,Health & Wellness - Yoga Accessories,Beautique,2439.46,336
PROD01098,Flared Kurti,Women Fashion - Kurtis,SmartFit,6186.27,45
PROD01099,Bookshelf,Home Decor - Furniture,SmartFit,6255.54,295
PROD01100,Transparent Case,All Mobile & Accessories - Mobile Cases & Covers,ToyLand,7350.5,319
PROD01101,Foundation,Beauty & Personal Care - Makeup,FashionFusion,9434.93,211
PROD01102,Sunscreen,Beauty & Personal Care - Skincare,TechZen,7930.29,182
PROD01103,Hard Case,All Mobile & Accessories - Mobile Cases & Covers,MobileGear,7838.16,92
PROD01104,Clutch Bag,Women Accessories - Handbags,HealthWise,9691.55,228
PROD01105,Budget Smartwatch,All Mobile & Accessories - Smartwatches,ToyLand,6744.51,491
PROD01106,Dumbbells,Sports - Fitness Equipment,MobileGear,692.81,361
PROD01107,Chandelier,Home Decor - Lighting,ElegantChoice,5062.18,368
PROD01108,A-Line Kurti,Women Fashion - Kurtis,FreshGlow,8658.65,346
PROD01109,Anarkali Kurti,Women Fashion - Kurtis,SmartFit,305.45,120
PROD01110,Cotton Saree,Women Fashion - Sarees,DecorMania,9880.53,212
PROD01111,Budget Smartphone,All Mobile & Accessories - Smartphones,HomeEase,4880.1,94
PROD01112,Baby Pajamas,Kids - Baby Clothing,FashionFusion,6314.66,194
PROD01113,Derby Shoes,Men Footwear - Formal Shoes,FashionFusion,1763.63,32
PROD01114,Blush,Beauty & Personal Care - Makeup,FootMate,9592.89,1
PROD01115,Smartwatch,Men Accessories - Watches,ComfyHome,2348.48,134
PROD01116,Canister Vacuum,Home - Vacuum Cleaners,DecorMania,8390.9,234
PROD01117,Tabletop Holder,All Mobile & Accessories - Mobile Holders,HealthWise,9561.96,427
PROD01118,Hiking Backpack,Sports - Outdoor Gear,ToyLand,7173.55,222
PROD01119,Sneakers,Men Footwear - Casual Shoes,TechZen,1537.83,225
PROD01120,Multivitamin,Health & Wellness - Supplements,HomeEase,9006.53,413
PROD01121,Meditation Cushion,Health & Wellness - Yoga Accessories,SmartFit,3136.89,438
PROD01122,A-Line Kurti,Women Fashion - Kurtis,SmartFit,983.14,325
PROD01123,Smartwatch,Men Accessories - Watches,UrbanChic,391.4,21
PROD01124,Gaming Smartphone,All Mobile & Accessories - Smartphones,HealthWise,2764.82,463
PROD01125,Georgette Saree,Women Fashion - Sarees,WellnessHub,7861.96,393
PROD01126,Meditation Cushion,Health & Wellness - Yoga Accessories,BoldTrends,6780.38,36
PROD01127,Magnetic Holder,All Mobile & Accessories - Mobile Holders,FreshGlow,1363.48,60
PROD01128,Blender,Home - Kitchen Appliances,WellnessHub,1418.12,156
PROD01129,Canister Vacuum,Home - Vacuum Cleaners,BoldTrends,621.74,188
PROD01130,Handheld Vacuum,Home - Vacuum Cleaners,ComfyHome,5507.62,466
PROD01131,Robot Vacuum,Home - Vacuum Cleaners,MobileGear,5428.04,254
PROD01132,Hiking Backpack,Sports - Outdoor Gear,DecorMania,6212.29,485
PROD01133,Lipstick,Beauty & Personal Care - Makeup,FashionFusion,2364.15,228
PROD01134,Brogues,Men Footwear - Formal Shoes,HealthWise,5844.71,93
PROD01135,Budget Smartwatch,All Mobile & Accessories - Smartwatches,DecorMania,1964.98,3
PROD01136,Hard Case,All Mobile & Accessories - Mobile Cases & Covers,Beautique,1452.09,352
PROD01137,Table Lamp,Home Decor - Lighting,ComfyHome,6218.29,370
PROD01138,Building Blocks,Kids - Toys,TechZen,6404.35,288
PROD01139,Chandelier,Home Decor - Lighting,FreshGlow,9787.0,55
PROD01140,Plush Toys,Kids - Toys,FreshGlow,2642.0,207
PROD01141,Table Lamp,Home Decor - Lighting,TechZen,7127.22,312
PROD01142,Silicon Cover,All Mobile & Accessories - Mobile Cases & Covers,Beautique,2751.05,377
